organism	gene_name.2	Reaction.code.x	Pathway	Reaction.code.y	Group_enzyme	Group	Expected	T.number	species	phylogeny.1	phylogeny.2	phylogeny.3	phylogeny.4	genes_per_sp
aly	110226039	2.6.1.5	Lysine_2.6	^2\.6\.1\.([1-9][0-9]{0,2}|1000)$	Lysine_2.6	Lysine_2	9	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110226039	2.6.1.5	Isoleucine_3.2	^2\.6\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_3.2	Isoleucine_3	6	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110226039	2.6.1.5	Tyrosine_1.3_2	^2\.6\.1\.5$	Tyrosine_1.3	Tyrosine_1	3	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110226039	2.6.1.5	Phenylalanine_1.3_4	^2\.6\.1\.5$	Phenylalanine_1.3	Phenylalanine_1	3	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110227309	2.1.1.37	Cysteine_5.2	^2\.1\.1\.([1-9][0-9]{0,2}|1000)$	Cysteine_5.2	Cysteine_5	6	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110227596	3.1.1.98	Cysteine_2.3	^3\.1\.1\.([1-9][0-9]{0,2}|1000)$	Cysteine_2.3	Cysteine_2	3	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110228858	1.1.1.2	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110229438	1.1.1.206	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110229460	1.1.1.206	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110229461	1.1.1.206	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110229462	1.1.1.206	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110229463	1.1.1.206	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110230188	6.3.5.6	Asparagine_3.2	^6\.3\.5\.6$	Asparagine_3.2	Asparagine_3	2	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	110230712	1.1.1.31	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9298235	1.1.1.157	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9298336	6.3.5.5	Arginine_2.2	^6\.3\.5\.5$	Arginine_2.2	Arginine_2	5	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9298597	3.1.1.23	Cysteine_2.3	^3\.1\.1\.([1-9][0-9]{0,2}|1000)$	Cysteine_2.3	Cysteine_2	3	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9298622	4.1.3.27	Tryptophan_1.1	^4\.1\.3\.27$	Tryptophan_1.1	Tryptophan_1	5	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9298756	2.1.1.79	Cysteine_5.2	^2\.1\.1\.([1-9][0-9]{0,2}|1000)$	Cysteine_5.2	Cysteine_5	6	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9298813	6.2.1.45	Cysteine_4.1	^6\.2\.1\.([1-9][0-9]{0,2}|1000)$	Cysteine_4.1	Cysteine_4	3	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299007	1.1.1.206	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299043	1.1.1.2	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299065	1.1.1.219	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299065	1.1.1.234	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299204	2.1.1.355	Cysteine_5.2	^2\.1\.1\.([1-9][0-9]{0,2}|1000)$	Cysteine_5.2	Cysteine_5	6	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299231	1.1.1.294	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299242	1.1.1.100	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299319	4.2.1.33	Leucine_1.2	^4\.2\.1\.33$	Leucine_1.2	Leucine_1	4	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299319	4.2.1.35	Isoleucine_2.2	^4\.2\.1\.35$	Isoleucine_2.2	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299496	2.6.1.13	Proline_3.1	^2\.6\.1\.13$	Proline_3.1	Proline_3	2	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299496	2.6.1.13	Lysine_2.6	^2\.6\.1\.([1-9][0-9]{0,2}|1000)$	Lysine_2.6	Lysine_2	9	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299496	2.6.1.13	Isoleucine_3.2	^2\.6\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_3.2	Isoleucine_3	6	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299518	3.1.1.112	Cysteine_2.3	^3\.1\.1\.([1-9][0-9]{0,2}|1000)$	Cysteine_2.3	Cysteine_2	3	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299700	1.1.1.284	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299700	1.1.1.1	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299705	3.1.1.14	Cysteine_2.3	^3\.1\.1\.([1-9][0-9]{0,2}|1000)$	Cysteine_2.3	Cysteine_2	3	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299740	1.1.1.37	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9299956	4.1.1.48	Tryptophan_1.4	^4\.1\.1\.48$	Tryptophan_1.4	Tryptophan_1	5	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9300024	2.1.1.319	Cysteine_5.2	^2\.1\.1\.([1-9][0-9]{0,2}|1000)$	Cysteine_5.2	Cysteine_5	6	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9300032	2.5.1.47	Cysteine_1.2	^2\.5\.1\.47$	Cysteine_1.2	Cysteine_1	2	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9300041	2.1.1.37	Cysteine_5.2	^2\.1\.1\.([1-9][0-9]{0,2}|1000)$	Cysteine_5.2	Cysteine_5	6	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9300112	2.1.1.170	Cysteine_5.2	^2\.1\.1\.([1-9][0-9]{0,2}|1000)$	Cysteine_5.2	Cysteine_5	6	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9300146	1.1.1.146	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
aly	9300147	1.1.1.146	Isoleucine_2.3	^1\.1\.1\.([1-9][0-9]{0,2}|1000)$	Isoleucine_2.3	Isoleucine_2	7	T01578	Arabidopsis lyrata (lyrate rockcress)	Eukaryotes	Plants	Eudicots	Mustard family	1011	3167	no
